Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,V_Pattern,V2_Pattern,Outcome,LR,HR,CR
2010-03-16,36.040077209472656,36.25954055786133,35.6870231628418,36.20228958129883,19187937.0,-1.3076822892725328,-1.276214266808592,0.41351447966978594,-0.9669226604410645,1.404923814957569,1.2017107188731386,-1.388959046218968,-0.7667444429317369,0,1,0,,,
2010-03-17,36.25,36.35496139526367,35.84923553466797,36.33587646484375,12983986.0,-1.3056402560143183,-1.2750153614579967,0.5331771164474035,-0.9664829622707121,1.831703800051222,1.3377587122349766,-1.4035710821187626,-0.7310160413373276,0,1,0,-0.015550862767779818,0.0028993026816152598,-0.07221934850145091
2010-03-18,36.32633590698242,36.6984748840332,36.14503860473633,36.68893051147461,13097275.0,-1.302439223452797,-1.2735699532082714,0.83585112076482,-0.9652521010854614,2.0902468839653543,1.6507451770685986,-1.355934983737863,-0.6949758991966615,0,1,0,-0.017594532080688428,0.010241640308603507,-0.07956929553001964
2010-03-19,36.31679534912109,37.06106948852539,36.11641311645508,36.31679534912109,32252934.0,-1.3008662926748817,-1.273121764082842,0.36934668157637257,-0.9643781534091258,1.5398764934090412,1.3840656760390775,-1.253496248899049,-0.7837272101230581,0,1,0,-0.01716518245420989,0.02028606800548545,-0.0725618367559341
2010-03-22,36.33587646484375,37.25190734863281,36.28816986083984,36.54580307006836,16215914.0,-1.2976100560116854,-1.2724718887311124,0.5751931887531078,-0.9633532681632044,1.4405406219843213,1.382985899743183,-1.1296663451669453,-0.7391054208194956,0,1,0,-0.01786648011655181,0.025223340192411323,-0.05964267670003772
2010-03-23,36.80343627929688,36.975189208984375,36.49809265136719,36.73664093017578,12927185.0,-1.292118626894387,-1.2715755104802529,0.7419923199262473,-0.9621631857576753,1.7097777017347209,1.2189480645677173,-1.0146814345585633,-0.703533320143692,0,1,0,-0.03054832628290078,0.012271479394667781,-0.0778068410021731
2010-03-24,36.66984558105469,36.74618148803711,36.24045944213867,36.26908493041992,12930643.0,-1.2891383445475963,-1.2713962348300814,0.1625676203272184,-0.9619695260620417,1.1531089963539358,0.7021694815165377,-0.9773849516867562,-0.7391149362959227,0,1,0,-0.02675319227146846,0.015844174993691777,-0.10805188628795187
2010-03-25,36.57442855834961,36.58396911621094,36.03053283691406,36.049617767333984,13808029.0,-1.285799334827872,-1.2711385288826016,-0.08515179195389849,-0.9622446673700766,0.5693883468681492,0.3815409509493713,-0.9963227839801267,-0.7771108803256876,0,1,0,-0.024467267294177586,0.01867923581703001,-0.12733495706595566
2010-03-26,36.08778762817383,36.20228958129883,35.639312744140625,35.71564865112305,14149782.0,-1.2842816081516313,-1.2728192369831055,-0.43996929557947856,-0.9632500279891079,0.19999760220837898,-0.14446429219268248,-1.1049661563398046,-0.8160472357537777,0,1,0,-0.012440489298046992,0.03229215155545533,-0.09449449222772323
2010-03-29,35.85877990722656,36.26908493041992,35.85877990722656,36.154579162597656,11693898.0,-1.2825707112475078,-1.2751722310114673,0.023409423961898358,-0.9632738022189269,0.26176933850817874,0.15211143529662224,-1.191159901891294,-0.7838688058056815,0,1,0,-0.006144846065368507,0.039006079800329885,-0.10873633652377859
2010-03-30,36.22137451171875,36.22137451171875,35.79198455810547,35.935115814208984,10397313.0,-1.281825643418809,-1.2772002828845372,-0.21317412017447182,-0.9636398158126518,0.36541249700590567,-0.01771903995098134,-1.2870639672502926,-0.8124793861287637,0,1,0,-0.016099254397635883,0.02850352184378794,-0.11401429839667954
2010-03-31,35.77289962768555,35.86832046508789,35.36259460449219,35.639312744140625,13588787.0,-1.2814393139950377,-1.2808642261852816,-0.5166449177776027,-0.9647068055217443,0.6086307310761719,-0.5135164759072789,-1.2824259447118591,-0.8498720357447513,0,1,0,-0.011417940749508368,0.041157727961529375,-0.11099305479993726
2010-04-01,35.91603088378906,36.14503860473633,35.78244400024414,35.98282241821289,10621794.0,-1.2798663942491175,-1.2845841981660604,-0.1420422493722113,-0.9649818617356053,0.6228813676363755,-0.06667413670924484,-1.3461106432691368,-0.8206437447033802,0,1,0,-0.0155288145781617,0.03748322742456301,-0.12744310168697634
2010-04-05,36.20228958129883,36.23091506958008,35.6202278137207,35.67748260498047,10966796.0,-1.280142337533528,-1.2875982661150753,-0.45796022092920147,-0.965749215020063,0.233883650051836,-0.2739723484064716,-1.36982437013169,-0.8508213875082911,0,1,0,-0.023335995354873126,0.02916996768999185,-0.1368337379372842
