Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,V_Pattern,V2_Pattern,Outcome,LR,HR,CR
2010-03-16,28.059999465942383,28.149999618530277,27.979999542236328,28.049999237060547,623800.0,-1.26074284155242,-1.245630873589289,-0.5337117009780619,-1.3905142909156931,-0.3674495370859152,-0.29948487494894915,-0.4632077155871583,-1.144906771324058,0,0,0,,,
2010-03-17,28.149999618530277,28.149999618530277,28.0,28.01000022888184,415200.0,-1.2606800592122607,-1.2462931422302452,-0.5805506770436095,-1.390827208372282,-0.39721091006488873,-0.3201326454662815,-0.5369667780868308,-1.1508130963297096,0,0,0,-0.00606060894537706,0.0,-0.0042780369036952695
2010-03-18,28.01000022888184,28.5,28.0,28.3700008392334,232800.0,-1.2603482075005308,-1.2468978216669147,-0.13135604631856398,-1.3908508453945376,-0.4742410428034592,0.24297968661665068,-0.5342236224328483,-1.1475014574537084,0,0,0,-0.0010710705605270533,0.01749374391696395,0.00035702352017551533
2010-03-19,28.290000915527344,28.530000686645508,27.780000686645508,28.290000915527344,462000.0,-1.260097076429203,-1.2476716679752522,-0.2362252187831251,-1.3909606521770546,-0.41153728491602243,-0.011762743448274639,-0.5913141329664477,-1.1540735242952571,0,0,0,-0.01797674352467932,0.008459632147287918,-0.004934835842636155
2010-03-22,28.21999931335449,28.770000457763672,28.13999938964844,28.200000762939453,253800.0,-1.2601329513189983,-1.24845991106978,-0.35683992545573934,-1.39105868444409,-0.5146686557703302,0.38007815743751955,-0.59597228295267,-1.1576838934822378,0,0,0,-0.015553149963578889,0.019441538586423578,0.0045953009511528545
2010-03-23,28.049999237060547,28.420000076293945,27.809999465942383,28.0,341500.0,-1.2601419204691195,-1.2491797682285146,-0.6199937486585352,-1.3913037699087207,-0.509701177744923,-0.3487881096077628,-0.6863873565174066,-1.1625418173488804,0,0,0,-0.009574416422352449,0.025531957490205225,0.0088652479871047
2010-03-24,28.0,28.26000022888184,27.81999969482422,28.020000457763672,628600.0,-1.2600881055683912,-1.2498672317601855,-0.5900495175969345,-1.3917190680689542,-0.559709440820807,-0.4718235441106554,-0.7703442105418047,-1.1535998233735612,0,0,0,-0.007857118334089006,0.027500016348702565,-0.0003571510314941406
2010-03-25,28.06999969482422,28.440000534057617,27.920000076293945,28.0,230300.0,-1.2600701672681482,-1.250644677436698,-0.6184883686253613,-1.391874380776923,-0.6493389911114663,-0.2742158334637096,-0.8075145999699938,-1.156875899117303,0,0,0,-0.010349714612454946,0.02498218242339463,-0.012491091211697442
2010-03-26,28.020000457763672,28.1299991607666,27.96999931335449,28.06999969482422,314300.0,-1.2602764525888692,-1.2513933288543215,-0.5010050440518883,-1.3920465999157776,-0.840735633544842,-0.4230002050474582,-0.8420299615818839,-1.1524049021296432,0,0,0,-0.008571420397077287,0.026785714285714284,-0.006785733359200741
2010-03-29,28.059999465942383,28.229999542236328,27.75,28.0,317000.0,-1.2606352100402727,-1.2520807923859922,-0.6127803403946445,-1.3922524576952051,-0.8019800001155345,-0.542466674183434,-0.9380653042117577,-1.156914307300143,0,0,0,-0.011043800118015075,0.025293943695774423,0.01425007562803888
