Date,Open,High,Low,Close,Volume,MA20,MA50,RSI,VWAP,CMF,CCI,ADX,OBV,V_Pattern,V2_Pattern,Outcome,LR,HR,CR
2010-03-16,16.825000762939453,17.03499984741211,16.760000228881836,16.975000381469727,1769600.0,-1.3642567542578259,-1.3855170080931158,0.8786531292941776,-1.4245590273872408,2.370254000783047,0.49385206179684243,1.588975667967499,-1.837523127620284,0,0,0,,,
2010-03-17,17.037500381469727,17.037500381469727,16.850000381469727,16.9424991607666,1557200.0,-1.3627656607642056,-1.3841989376866055,0.76926344402826,-1.4230404849231526,2.18080300910184,0.5705375697399404,1.4712599373218687,-1.8514332632064554,0,0,0,-0.0163475785774247,0.0,0.009572923582795052
2010-03-18,16.895000457763672,17.037500381469727,16.885000228881836,16.952499389648438,1240800.0,-1.3617664746040132,-1.3827025273890003,0.7902565385629687,-1.4218512388812135,1.9210629563038122,0.6371893176362654,1.3619524731509265,-1.8403494613599862,0,0,0,-0.007968141394066184,0.00841079715299847,0.024642146254498468
2010-03-19,16.967500686645508,17.052499771118164,16.88249969482422,16.967500686645508,1277600.0,-1.3607570381753753,-1.3812532633942805,0.8235886629764734,-1.420637887141173,1.6815615629732021,0.649973165817087,1.2682936093918895,-1.8289369329597212,0,0,0,-0.012240110027101734,0.005013955908151132,0.02094083793054719
2010-03-22,16.887500762939453,17.247499465942383,16.887500762939453,17.197500228881836,1410000.0,-1.3594299098835656,-1.3794760193388682,1.287014004232778,-1.419027284123245,1.6214840630185137,1.38516725696462,1.272722004362774,-1.8163417035887335,0,0,0,-0.007514396870363362,0.021216955263556957,0.025931846701222828
2010-03-23,17.25,17.34000015258789,17.102500915527344,17.299999237060547,1090800.0,-1.3577492255170203,-1.377588083283667,1.4636726326853478,-1.4177061362004253,1.7348444174223965,1.8721336416088386,1.3133160971182682,-1.8065978197604546,0,0,0,-0.02849249975849678,0.00523332759936485,0.005087926580359905
2010-03-24,17.287500381469727,17.287500381469727,17.125,17.165000915527344,1028000.0,-1.3570830988040041,-1.375757541979663,0.9437215837699255,-1.416613574492708,1.2756600336832744,1.294371577653999,1.3510106118197986,-1.8157807245784512,0,0,0,-0.03049133964456281,0.003034668984591489,-0.0196531888775771
2010-03-25,17.264999389648438,17.272499084472656,16.825000762939453,16.834999084472656,1484800.0,-1.3571343423275684,-1.3745091674337961,-0.074934905368595,-1.4155179933056856,0.8423530863622454,0.10827992723835958,1.150161626880302,-1.8290441264011763,0,0,0,-0.029420281609759937,0.004369400462519518,-0.033352764249721424
2010-03-26,16.842500686645508,16.862499237060547,16.510000228881836,16.622499465942383,3019200.0,-1.3574879023116357,-1.373599022178899,-0.584839518752838,-1.413948001959924,0.6795488041910915,-1.4799044208716583,0.9758043150629989,-1.8560139962713083,0,0,0,-0.01975054801579083,0.029551499435556197,0.03014551365745535
2010-03-29,16.69499969482422,16.8174991607666,16.635000228881836,16.815000534057617,1585600.0,-1.3574827771774132,-1.3726294295116712,-0.1327835600612284,-1.4128898757963961,0.8713006255635196,-0.9833932767712827,0.813901096946932,-1.8418501695403593,0,0,0,-0.011129461385841867,0.03880285627833556,0.0034592173909351685
